observation,prediction,fold,y_pred
0.0115854166797362,,2.0,0.000683894
0.011500000099962,,1.0,0.002540938
0.011516666757719,,2.0,0.0008540102
0.0116083334141877,,4.0,0.0005596477
0.0115604167319058,,3.0,0.0011254348
0.0115375000459608,,2.0,0.0006671409
0.011560416702802,,5.0,0.001927141
0.0118875000237798,,3.0,0.0024535765
0.0116708334244322,,1.0,0.0042217756
0.0116062501134972,,1.0,0.0022930643
0.011483333374296,,1.0,0.0025444648
0.0115479167434387,,3.0,0.0008543187
0.011527083319379,,1.0,0.0034085114
0.0114895833345751,,3.0,0.0010316108
0.0115020833133409,,3.0,0.0006224571
0.0115541667037178,,5.0,0.0024875174
0.0115875000289331,,4.0,0.0006112797
0.0121229166882889,,3.0,0.014343116
0.0117729167880801,,5.0,0.006290156
0.0115270834163918,,4.0,0.0006411432
0.0115895834169351,,3.0,0.0010320895
0.0112395832741944,,2.0,0.00040626086
0.0113083333902371,,1.0,0.001516953
0.0113770834092672,,4.0,0.0005329395
0.0119294118793572,,2.0,0.016701328
0.0125875000958331,,3.0,0.0036630647
0.0120687501912471,,5.0,0.005041301
0.0738708334198842,,4.0,0.046130776
0.0592562497283022,,5.0,0.015892768
0.04565416664506,,1.0,0.0043032127
0.0326729166554287,,5.0,0.0028116365
0.026306250365451,,4.0,0.0007494907
0.0196979167521931,,4.0,0.00043743447
0.0161062499585872,,2.0,0.0003836515
0.0150812498953504,,2.0,0.00033000513
0.0135458332758086,,2.0,0.00030856658
0.0133812499698251,,1.0,0.001976534
0.0133083334367257,,4.0,0.001354828
0.0133425531552193,,3.0,0.004306489
0.0847520834455888,,2.0,0.06418316
0.0561624995898455,,2.0,0.0007702106
0.0445270830920587,,5.0,0.01135198
0.0383145834784955,,5.0,0.005817063
0.0546479169279337,,5.0,0.03606339
0.0477208334486932,,3.0,0.0023461662
0.041341666597873,,1.0,0.009927861
0.0302083333954215,,4.0,0.0065432624
0.02415625017602,,5.0,0.01115355
0.0209916666693365,,4.0,0.0022918088
0.0169729167052234,,5.0,0.014907008
0.016072916778891,,4.0,0.005169045
0.015917777766784,,3.0,0.044105235
0.0150166667687396,,4.0,0.012522553
0.0145729165912295,,5.0,0.0065625454
0.0152891893191515,,3.0,0.017616913
0.055707316663934,,3.0,0.028595526
0.0927854170246671,,5.0,0.006333827
0.0802166673044364,,2.0,0.047116954
0.0626895832829177,,4.0,0.0073237107
0.0787749999047567,,1.0,0.052444775
0.066920833196491,,4.0,0.022106588
0.0548104166518897,,3.0,0.038984448
0.0638479163559775,,1.0,0.03230665
0.0811604171370467,,4.0,0.011564874
0.106997916319718,,5.0,0.09636957
0.070645833776022,,1.0,0.054106448
0.0709020833795269,,4.0,0.06099062
0.0516625005596628,,2.0,0.04712037
0.0927312502947946,,5.0,0.06953928
0.110306249776234,,5.0,0.03931034
0.0795770832337439,,1.0,0.055622872
0.0715219514762483,,3.0,0.018173855
0.0717895836569369,,2.0,0.07828881
0.092478723126523,,3.0,0.07667496
0.125141666736454,,2.0,0.077614896
0.134714894155239,,5.0,0.1244607
0.0846458334320535,,4.0,0.060303815
0.0789520832089086,,5.0,0.06088846
0.073995833673204,,3.0,0.053804837
0.100087500022103,,5.0,0.09073669
0.0712083335965872,,2.0,0.047917288
0.0899437503733983,,3.0,0.07188158
0.078470212823533,,1.0,0.03444088
0.0964770830857257,,2.0,0.094661765
0.0918437498621643,,5.0,0.093701325
0.0657625002786517,,1.0,0.03344401
0.0489020837315669,,3.0,0.023906615
0.045743750485902,,4.0,0.068270534
0.0409770830689619,,4.0,0.027678147
0.0396666665716718,,4.0,0.017970156
0.0327854165807366,,3.0,0.017130667
0.0288562499529993,,4.0,0.009131676
0.0242958335438743,,3.0,0.006349075
0.0213708333515873,,5.0,0.012207994
0.019772916721801,,5.0,0.011849843
0.0179854166732791,,1.0,0.0072760433
0.0162562499560105,,5.0,0.006806919
0.0155979166932714,,2.0,0.0028305466
0.0149937501798073,,2.0,0.0016056524
0.0146395834162831,,5.0,0.004098483
0.0143958332676751,,1.0,0.0052609295
0.0141479165370887,,4.0,0.0012260204
0.0138979165543181,,1.0,0.0025309245
0.0136604165891185,,1.0,0.0029705295
0.0134375000294919,,3.0,0.0014135527
0.0133229167258833,,2.0,0.0009702455
0.013322916648273,,4.0,0.00089300773
0.0132833333724799,,5.0,0.0038952741
0.013262500045433,,5.0,0.0033839133
0.0130958334193565,,3.0,0.000806414
0.0131020834087394,,3.0,0.0009848225
0.0131208334350958,,2.0,0.0008299711
0.0130437500483822,,1.0,0.003597532
0.0129687500593718,,1.0,0.0027559928
0.0128104168785891,,2.0,0.0005898696
0.0127270834927913,,4.0,0.00071049057
0.012718750173614,,2.0,0.0007049358
0.0125446811496736,,1.0,0.0019978029
