fold,observation,prediction
4.0,0.0953375001748403,0.08453655242919922
4.0,0.129624999749164,0.16894003748893738
1.0,0.133720833187302,0.11823448538780212
5.0,0.0850083331267039,0.08045859634876251
2.0,0.145430433361427,0.1541593372821808
1.0,0.100962499777476,0.08939751237630844
5.0,0.165099999556939,0.16865769028663635
3.0,0.159695832679669,0.16258472204208374
5.0,0.165116666505734,0.19728022813796997
5.0,0.18192083388567,0.18935637176036835
4.0,0.153449999789397,0.17198070883750916
4.0,0.16905833221972,0.164468914270401
2.0,0.167433332030972,0.17438554763793945
5.0,0.137245833252867,0.1719856858253479
5.0,0.170062499120831,0.1909308135509491
3.0,0.144783331702153,0.1681889146566391
4.0,0.120837499698003,0.16076397895812988
4.0,0.159282608524613,0.19696056842803955
3.0,0.177849998697639,0.1685367375612259
4.0,0.191508332267404,0.19029533863067627
1.0,0.192774999886751,0.19162517786026
2.0,0.199033332367738,0.19195304811000824
1.0,0.192791304510573,0.15736278891563416
1.0,0.165066665659348,0.1806027591228485
